source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val
5.11193E+17,26.54254953,0.01130652,61.11487676,0.013013819,1.438021772,0.018699397,76.90204,13.153682,0.9182253,-33.24949212,5.004460217,NOT_AVAILABLE,5433.1304,
5.11192E+17,26.62013887,0.061184797,61.03367753,0.072446058,0.964973575,0.105470841,9.149198,17.706455,1.8240986,,,NOT_AVAILABLE,,
5.1119E+17,26.5621085,0.041193151,61.03347335,0.04729176,0.430142806,0.068952148,6.23828,16.971735,1.4778538,,,NOT_AVAILABLE,4396,
5.11192E+17,26.61420547,0.167913773,61.08679972,0.187189872,1.631424121,0.26654005,6.1207466,19.150671,2.6977386,,,NOT_AVAILABLE,,
5.11191E+17,26.46957941,0.059531054,61.03754326,0.067221921,0.779064739,0.09948276,7.8311534,17.656748,1.7494812,,,NOT_AVAILABLE,,
5.11192E+17,26.67363138,0.059400703,61.09116988,0.067722175,0.522431072,0.096443974,5.4169383,17.483664,1.5627651,,,NOT_AVAILABLE,,
5.11191E+17,26.53067872,0.134617845,61.05194092,0.155484552,2.595573698,0.249874199,10.387522,16.168285,1.4355888,,,NOT_AVAILABLE,4486.8,0.1927
5.11193E+17,26.51133063,0.050527544,61.09803979,0.056882908,0.453528612,0.086358621,5.251689,17.394884,1.6025734,,,NOT_AVAILABLE,,
5.11192E+17,26.68099138,0.078684377,61.0516659,0.092216147,1.093401563,0.130860634,8.355466,17.994394,2.0435848,,,NOT_AVAILABLE,,
5.11189E+17,26.72214359,0.048188563,61.04705933,0.056521783,0.861490178,0.08032596,10.724929,17.165293,1.6716747,,,NOT_AVAILABLE,,
5.11192E+17,26.64330036,0.047084197,61.04732831,0.055087738,0.623976437,0.08214558,7.595983,17.112352,1.7552547,,,NOT_AVAILABLE,,
5.11191E+17,26.48214627,0.183651138,61.05117502,0.190776426,2.168835729,0.284389552,7.6262846,18.801508,1.9038239,,,NOT_AVAILABLE,,
5.11192E+17,26.57661993,0.014305068,61.04781744,0.016215483,0.296849732,0.024430459,12.1508045,14.591442,0.78414154,,,NOT_AVAILABLE,5881.5,
5.11192E+17,26.61497272,0.051540705,61.10501147,0.057092253,0.951247265,0.084899145,11.204438,17.275452,1.5949764,,,NOT_AVAILABLE,,
5.11191E+17,26.54825539,0.033029003,61.04499763,0.038404603,0.298146618,0.058065608,5.1346507,16.654354,1.4544039,,,NOT_AVAILABLE,4429.3335,
5.11189E+17,26.78409709,0.038062014,61.07149246,0.045136165,0.347698112,0.063406888,5.4836016,16.810022,1.4290485,,,NOT_AVAILABLE,4446,
5.11191E+17,26.51608318,0.028819456,61.0468196,0.03264219,0.27812817,0.04677612,5.9459434,16.170118,1.5154915,,,NOT_AVAILABLE,4367.0825,
5.11194E+17,26.53285699,0.020276562,61.15532911,0.023120358,0.338302714,0.031674931,10.680456,11.766803,0.7582569,,,NOT_AVAILABLE,5846.563,
5.11193E+17,26.64435979,0.203621481,61.12513001,0.223592439,1.790543092,0.330302283,5.4209228,19.25654,2.4229317,,,NOT_AVAILABLE,,
5.11192E+17,26.66611713,0.015190133,61.06993549,0.01776647,1.185908852,0.025846076,45.88352,14.561115,1.3664713,,,NOT_AVAILABLE,4768.0034,1.4118
5.11191E+17,26.4461233,0.026356743,61.07592353,0.029484024,0.294271066,0.046967682,6.2653947,16.04211,1.2821493,,,NOT_AVAILABLE,4774.12,
5.11193E+17,26.60952818,0.036965367,61.11919688,0.042281826,1.089218024,0.058057857,18.760906,16.631395,1.6630068,,,NOT_AVAILABLE,4200.7466,1.34
5.11192E+17,26.63711407,0.038885963,61.07049108,0.044277384,0.333082751,0.063367959,5.2563276,16.781149,1.4664631,,,NOT_AVAILABLE,4412,
5.11192E+17,26.64633111,0.030856144,61.0680495,0.034898925,0.251439441,0.048913225,5.1405206,16.054628,2.0508795,,,NOT_AVAILABLE,4214.6733,1.896
5.11192E+17,26.65998975,0.01905686,61.06715592,0.022299565,0.335857373,0.033097821,10.147416,15.153724,0.8715792,,,NOT_AVAILABLE,5505,
5.11192E+17,26.61235867,0.018234663,61.06687136,0.020528623,0.345726672,0.030740813,11.246504,15.070136,0.9151821,,,NOT_AVAILABLE,5357.955,
5.11192E+17,26.65020613,0.01426662,61.06446033,0.016817371,0.328945981,0.024700131,13.31758,14.266593,0.83072376,,,NOT_AVAILABLE,5749,
5.11192E+17,26.60786735,0.050587766,61.06436481,0.056424758,0.837878947,0.082122702,10.202769,17.28412,1.7689781,,,NOT_AVAILABLE,,
5.11193E+17,26.56595858,0.036331518,61.06601114,0.041076363,0.373143225,0.062982735,5.924532,16.592457,1.3867168,,,NOT_AVAILABLE,4513.1797,2.5345
5.11191E+17,26.47260767,0.033011265,61.06610138,0.037197803,0.285051076,0.053863881,5.2920637,16.417747,1.1492949,,,NOT_AVAILABLE,4899.6665,
5.11191E+17,26.4655672,0.02108241,61.06317827,0.024839061,0.21455106,0.034850274,6.1563663,15.3704,0.87853146,,,NOT_AVAILABLE,5519.55,
5.11191E+17,26.45441441,0.018464101,61.06550002,0.02089514,0.400701562,0.029672283,13.504238,11.6572,0.6877594,,,NOT_AVAILABLE,6612.0947,
5.11191E+17,26.45150663,0.015903152,61.06145413,0.018357131,1.190436809,0.028774792,41.370823,13.459388,1.0679941,,,NOT_AVAILABLE,5676.357,
5.11191E+17,26.53092284,0.021419801,61.05902786,0.024801588,0.344868719,0.037818389,9.119075,15.50805,0.884531,,,NOT_AVAILABLE,5486,
5.11191E+17,26.42809302,0.068126362,61.06384092,0.075697671,0.574369549,0.111190151,5.1656513,17.83147,1.778038,,,NOT_AVAILABLE,,
5.11192E+17,26.63929166,0.075800296,61.05595866,0.086536643,1.981683246,0.125627194,15.774318,17.649069,2.5921574,,,NOT_AVAILABLE,,
5.11192E+17,26.61437423,0.059560737,61.06596844,0.067476402,0.851613788,0.096623682,8.813717,17.573597,1.8027897,,,NOT_AVAILABLE,,
5.11192E+17,26.73210022,0.019039106,61.09086607,0.02281262,0.371216837,0.032003126,11.599393,12.51542,0.8365879,,,NOT_AVAILABLE,5714.6997,
5.11193E+17,26.54097232,0.037600171,61.09482994,0.043404049,0.38098748,0.066221255,5.7532506,16.81304,1.5970955,,,NOT_AVAILABLE,4365.525,
5.11193E+17,26.47300427,0.022539965,61.09660791,0.025057359,0.293216482,0.038363782,7.6430545,15.808154,1.0188179,,,NOT_AVAILABLE,5202.6665,
